District,Latitude,Longitude,Region,N,P,K,pH,Rainfall,Crop
Aurangabad,19.88872,75.28303,Marathwada,34,21,49,8,718,Cotton
Aurangabad,19.90015,75.34828,Marathwada,53,13,61,7.8,576,Bajra
Beed,19.01467,75.72926,Marathwada,51,15,63,7.7,617,Bajra
Beed,18.93266,75.84667,Marathwada,45,24,57,8.3,649,Bajra
Beed,19.0148,75.72319,Marathwada,35,24,61,8,677,Bajra
Beed,18.99284,75.74741,Marathwada,49,17,42,8,626,Bajra
Beed,19.07691,75.73041,Marathwada,34,21,52,8.2,548,Bajra
Beed,18.99925,75.71465,Marathwada,50,14,56,7.8,612,Bajra
Beed,18.93121,75.70096,Marathwada,34,12,54,7.6,708,Soybean
Beed,18.90486,75.76779,Marathwada,33,10,51,7.4,523,Jowar
Beed,18.97086,75.81905,Marathwada,49,13,68,8.3,691,Bajra
Beed,18.90924,75.79205,Marathwada,44,24,57,8.5,607,Bajra
Beed,18.95748,75.72365,Marathwada,61,15,64,7.8,636,Bajra
Beed,19.00185,75.71386,Marathwada,36,16,41,7.5,735,Soybean
Beed,18.96087,75.78946,Marathwada,43,22,55,7.9,495,Moth Bean
Beed,19.01498,75.70755,Marathwada,51,22,47,8,645,Bajra
Beed,18.96593,75.81235,Marathwada,46,12,58,8.1,690,Bajra
Beed,18.9439,75.74048,Marathwada,30,20,53,8.3,555,Bajra
Beed,18.93715,75.77929,Marathwada,32,24,50,7.9,762,Cotton
Beed,18.97167,75.73093,Marathwada,46,21,44,8,572,Bajra
Beed,18.9719,75.79919,Marathwada,35,26,81,8.2,620,Bajra
Beed,18.98821,75.77524,Marathwada,42,18,47,7.5,599,Bajra
Beed,18.96631,75.79628,Marathwada,15,26,56,8.3,477,Moth Bean
Beed,19.02358,75.77532,Marathwada,39,19,40,8.1,727,Cotton
Beed,19.02454,75.74791,Marathwada,22,25,70,8.2,690,Bajra
Beed,18.96247,75.72877,Marathwada,39,18,51,7.6,694,Bajra
Beed,18.96033,75.78308,Marathwada,42,19,64,8,634,Bajra
Beed,18.98146,75.69199,Marathwada,32,11,72,7.8,692,Bajra
Beed,18.99441,75.73341,Marathwada,62,26,61,7.6,686,Bajra
Beed,19.03309,75.77191,Marathwada,29,14,58,7.7,536,Bajra
Beed,19.05108,75.79217,Marathwada,20,10,64,7.7,667,Bajra
Beed,19.00149,75.81512,Marathwada,41,22,73,7.8,641,Bajra
Beed,18.9831,75.69274,Marathwada,33,22,64,7.9,784,Cotton
Beed,18.96297,75.7186,Marathwada,46,17,61,7.8,750,Cotton
Beed,18.98373,75.76619,Marathwada,33,22,59,8.3,553,Bajra
Beed,19.02005,75.75086,Marathwada,60,16,64,8.4,575,Bajra
Beed,19.02525,75.80882,Marathwada,38,16,56,8.2,684,Bajra
Beed,18.96238,75.76657,Marathwada,29,25,57,7.9,803,Cotton
Beed,19.00742,75.75598,Marathwada,16,17,48,7.9,615,Bajra
Beed,19.02584,75.77712,Marathwada,42,17,65,7.9,587,Bajra
Beed,18.97438,75.76736,Marathwada,36,24,57,7.4,537,Jowar
Beed,18.92897,75.69838,Marathwada,42,15,75,7.9,660,Bajra
Beed,19.04786,75.71824,Marathwada,38,17,56,7.3,583,Jowar
Beed,19.00523,75.75868,Marathwada,30,28,60,8.1,788,Cotton
Beed,18.9772,75.77584,Marathwada,48,17,54,7.8,645,Bajra
Beed,19.00366,75.81907,Marathwada,48,13,45,7.5,601,Bajra
Beed,19.00235,75.83751,Marathwada,44,13,51,7.4,528,Jowar
Beed,18.99583,75.77294,Marathwada,38,20,71,7.8,570,Bajra
Beed,19.00976,75.77316,Marathwada,39,17,65,7.7,473,Moth Bean
Beed,18.94484,75.71517,Marathwada,37,20,65,7.5,807,Soybean
Beed,19.04619,75.73465,Marathwada,26,23,55,7.2,646,Jowar
Beed,18.93501,75.77869,Marathwada,58,19,66,7.2,637,Jowar
Beed,18.96212,75.79803,Marathwada,33,16,84,7.7,827,Soybean
Beed,19.00582,75.75951,Marathwada,50,19,62,7.6,616,Bajra
Beed,19.02981,75.73781,Marathwada,42,27,66,8,492,Moth Bean
Beed,18.95241,75.81374,Marathwada,47,23,61,7.6,547,Bajra
Beed,18.99481,75.80242,Marathwada,29,26,59,7.5,597,Bajra
Beed,19.0726,75.84853,Marathwada,45,16,50,7.9,575,Bajra
Beed,18.92553,75.77175,Marathwada,27,23,72,7.9,592,Bajra
Beed,19.02644,75.72568,Marathwada,46,15,65,7.7,483,Moth Bean
Beed,18.98296,75.80695,Marathwada,33,23,58,8,438,Moth Bean
Beed,19.02221,75.77815,Marathwada,43,25,69,7.6,606,Bajra
Beed,19.04686,75.77681,Marathwada,26,27,70,7.9,548,Bajra
Beed,19.01787,75.78942,Marathwada,41,14,58,7.3,547,Jowar
Beed,19.01117,75.74876,Marathwada,54,20,66,7.9,506,Bajra
Beed,18.94698,75.78706,Marathwada,26,20,58,7.9,567,Bajra
Beed,19.03126,75.70876,Marathwada,43,23,51,8.2,702,Cotton
Beed,18.98584,75.75766,Marathwada,31,19,64,8.3,561,Bajra
Beed,19.02145,75.7498,Marathwada,32,30,67,7.9,799,Cotton
Beed,18.97779,75.74718,Marathwada,40,18,64,7.7,639,Bajra
Beed,19.01666,75.76376,Marathwada,39,23,55,8,891,Cotton
Beed,19.0122,75.69652,Marathwada,24,15,50,7.8,737,Cotton
Beed,19.03056,75.75096,Marathwada,67,21,53,7.8,643,Bajra
Beed,18.9092,75.80012,Marathwada,23,19,58,8.6,620,Bajra
Beed,19.02679,75.75727,Marathwada,36,15,68,8.1,714,Cotton
Beed,18.98491,75.7028,Marathwada,39,18,58,7.6,635,Bajra
Beed,18.95944,75.77738,Marathwada,32,23,64,7.5,731,Soybean
Beed,18.99699,75.77443,Marathwada,39,14,63,8.2,658,Bajra
Beed,18.93753,75.77166,Marathwada,43,23,61,8.2,762,Cotton
Beed,18.94317,75.83938,Marathwada,42,20,54,7.6,434,Moth Bean
Beed,18.98883,75.81063,Marathwada,40,12,52,8.3,742,Cotton
Beed,18.99044,75.77942,Marathwada,40,20,63,7.7,637,Bajra
Beed,18.97139,75.77476,Marathwada,45,20,46,7.7,529,Bajra
Beed,18.99394,75.78986,Marathwada,29,19,78,7.7,613,Bajra
Beed,18.9395,75.79754,Marathwada,48,14,69,8.1,698,Bajra
Beed,18.98758,75.81799,Marathwada,30,22,54,7.9,704,Cotton
Beed,19.02436,75.81084,Marathwada,35,16,57,8.4,717,Cotton
Beed,19.03431,75.77641,Marathwada,18,29,52,8.2,585,Bajra
Beed,18.99848,75.78455,Marathwada,18,28,59,7.4,681,Jowar
Beed,18.99842,75.77112,Marathwada,50,21,57,8.2,716,Cotton
Beed,18.92995,75.75895,Marathwada,20,19,57,8,646,Bajra
Beed,19.03223,75.69977,Marathwada,14,13,64,7.3,471,Moth Bean
Beed,19.02592,75.75148,Marathwada,42,20,56,8.1,640,Bajra
Beed,18.97536,75.74739,Marathwada,46,18,58,7.6,656,Bajra
Beed,18.96573,75.73515,Marathwada,29,16,56,8.2,608,Bajra
Beed,18.97049,75.76952,Marathwada,29,28,54,8,746,Cotton
Beed,18.98276,75.72954,Marathwada,35,19,75,7.5,705,Soybean
Beed,19.05113,75.74589,Marathwada,46,25,70,8.1,616,Bajra
Beed,18.92427,75.73075,Marathwada,48,12,55,7.4,802,Soybean
Beed,18.97668,75.75448,Marathwada,24,16,55,8.2,712,Cotton
Beed,18.98741,75.7715,Marathwada,56,24,63,7.6,516,Bajra
Beed,19.06015,75.71685,Marathwada,40,21,65,7.5,657,Bajra
Hingoli,19.70947,77.15545,Marathwada,42,23,73,8.1,632,Bajra
Hingoli,19.69967,77.13012,Marathwada,43,24,58,7.7,584,Bajra
Hingoli,19.68806,77.0749,Marathwada,33,14,40,7.5,634,Bajra
Hingoli,19.73372,77.13583,Marathwada,33,21,58,7.9,751,Cotton
Hingoli,19.70804,77.21632,Marathwada,50,16,61,7.7,630,Bajra
Hingoli,19.69112,77.20102,Marathwada,61,15,53,7.4,576,Jowar
Hingoli,19.72389,77.15174,Marathwada,41,21,60,8,588,Bajra
Hingoli,19.77152,77.17624,Marathwada,39,19,61,8,769,Cotton
Hingoli,19.68233,77.10282,Marathwada,36,24,68,7.5,661,Bajra
Hingoli,19.69769,77.07143,Marathwada,58,16,54,8,523,Bajra
Hingoli,19.72631,77.1364,Marathwada,37,15,50,8,585,Bajra
Hingoli,19.61344,77.16193,Marathwada,12,22,72,7.9,666,Bajra
Hingoli,19.74424,77.1836,Marathwada,36,19,59,7.3,698,Jowar
Hingoli,19.70458,77.11025,Marathwada,43,19,65,7.5,610,Bajra
Hingoli,19.68922,77.11776,Marathwada,33,15,67,7.5,599,Bajra
Hingoli,19.76756,77.1051,Marathwada,43,24,60,8.4,652,Bajra
Hingoli,19.64867,77.05566,Marathwada,37,18,65,7.9,731,Cotton
Hingoli,19.73008,77.1961,Marathwada,51,17,53,8,649,Bajra
Hingoli,19.68203,77.16523,Marathwada,43,23,54,7.6,577,Bajra
Hingoli,19.741,77.15538,Marathwada,47,21,56,8.4,553,Bajra
Hingoli,19.73758,77.12077,Marathwada,43,18,56,7.5,538,Bajra
Hingoli,19.74918,77.19888,Marathwada,42,21,49,7.8,724,Cotton
Hingoli,19.73143,77.16736,Marathwada,34,21,54,7.8,581,Bajra
Hingoli,19.73675,77.07623,Marathwada,39,20,64,8,773,Cotton
Hingoli,19.65799,77.10439,Marathwada,26,19,65,7.9,606,Bajra
Hingoli,19.71511,77.14642,Marathwada,36,19,58,7.8,568,Bajra
Hingoli,19.75356,77.15314,Marathwada,52,16,53,7.8,766,Cotton
Hingoli,19.76021,77.14289,Marathwada,31,16,61,7.3,774,Soybean
Hingoli,19.76531,77.14748,Marathwada,26,23,71,8.3,557,Bajra
Hingoli,19.68506,77.16936,Marathwada,45,24,42,8.2,462,Moth Bean
Hingoli,19.66358,77.18428,Marathwada,35,34,62,7.8,685,Bajra
Hingoli,19.69085,77.18094,Marathwada,41,26,56,7.9,562,Bajra
Hingoli,19.79426,77.19509,Marathwada,44,15,56,8.5,660,Bajra
Hingoli,19.75207,77.1586,Marathwada,31,17,41,7.8,761,Cotton
Hingoli,19.74033,77.15849,Marathwada,32,12,52,7.8,572,Bajra
Hingoli,19.70433,77.15481,Marathwada,25,24,68,8.1,717,Cotton
Hingoli,19.74708,77.16896,Marathwada,51,19,49,8.5,591,Bajra
Hingoli,19.73602,77.18573,Marathwada,40,14,57,7.6,780,Soybean
Hingoli,19.71798,77.20837,Marathwada,37,22,63,7.5,652,Bajra
Hingoli,19.63497,77.12385,Marathwada,35,16,57,8.3,578,Bajra
Hingoli,19.6575,77.09985,Marathwada,36,23,47,7.6,566,Bajra
Hingoli,19.69092,77.20819,Marathwada,36,26,59,7.6,650,Bajra
Hingoli,19.69398,77.14939,Marathwada,52,14,54,8,644,Bajra
Hingoli,19.71103,77.03803,Marathwada,46,25,61,8.2,781,Cotton
Hingoli,19.75688,77.10437,Marathwada,22,16,57,7.5,678,Bajra
Hingoli,19.73712,77.16225,Marathwada,55,17,62,7.4,595,Jowar
Hingoli,19.72158,77.11945,Marathwada,35,17,59,7.8,713,Cotton
Hingoli,19.71757,77.08364,Marathwada,46,25,66,8,570,Bajra
Hingoli,19.74462,77.1286,Marathwada,45,20,49,7.6,695,Bajra
Hingoli,19.70965,77.12303,Marathwada,37,16,65,6.8,597,Jowar
Hingoli,19.72639,77.15722,Marathwada,41,22,53,7.4,634,Jowar
Hingoli,19.70666,77.17528,Marathwada,37,26,57,8.1,756,Cotton
Hingoli,19.74514,77.15145,Marathwada,21,18,60,7.9,666,Bajra
Hingoli,19.71362,77.09608,Marathwada,62,26,63,8,689,Bajra
Hingoli,19.70585,77.12618,Marathwada,33,26,49,8,586,Bajra
Hingoli,19.78989,77.12626,Marathwada,47,22,62,7.9,589,Bajra
Hingoli,19.65683,77.17044,Marathwada,45,28,57,8.4,674,Bajra
Hingoli,19.69437,77.08327,Marathwada,39,14,53,7.9,662,Bajra
Hingoli,19.6996,77.14786,Marathwada,35,6,60,7.3,647,Jowar
Hingoli,19.7142,77.13065,Marathwada,37,15,64,8.1,554,Bajra
Hingoli,19.72896,77.11274,Marathwada,29,24,55,7.5,590,Bajra
Hingoli,19.66302,77.21869,Marathwada,58,13,74,8.1,738,Cotton
Hingoli,19.67849,77.20045,Marathwada,34,19,54,7.6,675,Bajra
Hingoli,19.71511,77.20351,Marathwada,44,13,51,7.8,525,Bajra
Hingoli,19.70304,77.22402,Marathwada,43,15,56,7.4,721,Soybean
Hingoli,19.70861,77.13259,Marathwada,63,21,58,7.9,586,Bajra
Hingoli,19.63201,77.12202,Marathwada,32,17,45,8,572,Bajra
Hingoli,19.79063,77.13636,Marathwada,40,12,71,8.2,690,Bajra
Hingoli,19.74029,77.0624,Marathwada,48,16,59,7.9,686,Bajra
Hingoli,19.71587,77.18735,Marathwada,40,12,58,8.1,566,Bajra
Hingoli,19.71874,77.1201,Marathwada,50,14,61,7.6,727,Soybean
Hingoli,19.69263,77.14552,Marathwada,47,18,64,8.2,718,Cotton
Hingoli,19.72209,77.23902,Marathwada,31,18,72,7.6,627,Bajra
Hingoli,19.69803,77.126,Marathwada,36,9,52,8.1,724,Cotton
Hingoli,19.6563,77.13674,Marathwada,28,19,61,8,710,Cotton
Hingoli,19.74982,77.16107,Marathwada,34,28,61,7.8,496,Moth Bean
Hingoli,19.68014,77.19579,Marathwada,38,22,65,8,616,Bajra
Hingoli,19.73854,77.15986,Marathwada,49,24,52,7.7,598,Bajra
Hingoli,19.74244,77.16369,Marathwada,58,19,71,7.6,647,Bajra
Hingoli,19.69375,77.10238,Marathwada,39,21,45,8,544,Bajra
Hingoli,19.77533,77.17878,Marathwada,41,23,45,7.7,645,Bajra
Hingoli,19.77052,77.12527,Marathwada,18,15,54,7.8,724,Cotton
Hingoli,19.69508,77.2138,Marathwada,50,12,50,7.7,991,Cotton
Hingoli,19.74548,77.17246,Marathwada,51,10,60,7.8,644,Bajra
Hingoli,19.77786,77.14764,Marathwada,26,19,53,8.1,863,Cotton
Hingoli,19.75239,77.18027,Marathwada,46,24,67,7.7,732,Soybean
Hingoli,19.81699,77.17108,Marathwada,36,14,66,8.3,546,Bajra
Hingoli,19.74428,77.07415,Marathwada,39,19,56,7.8,611,Bajra
Hingoli,19.70135,77.19195,Marathwada,58,19,62,7.3,694,Jowar
Hingoli,19.64183,77.1608,Marathwada,34,25,75,7,683,Jowar
Hingoli,19.7074,77.18377,Marathwada,48,18,66,8,738,Cotton
Hingoli,19.709,77.10545,Marathwada,36,22,64,7.8,617,Bajra
Hingoli,19.73174,77.1565,Marathwada,34,22,63,7.8,646,Bajra
Hingoli,19.68378,77.15676,Marathwada,50,21,68,7.9,813,Cotton
Hingoli,19.74158,77.13065,Marathwada,32,16,53,7.7,638,Bajra
Hingoli,19.73293,77.14575,Marathwada,44,20,55,7.3,435,Moth Bean
Hingoli,19.77456,77.18357,Marathwada,51,19,53,7.4,488,Moth Bean
Hingoli,19.75168,77.1462,Marathwada,41,23,56,7.5,628,Bajra
Hingoli,19.72934,77.14516,Marathwada,43,17,56,7.7,584,Bajra
Hingoli,19.73246,77.10994,Marathwada,46,16,62,7.8,539,Bajra
Jalna,19.80861,75.90692,Marathwada,41,19,65,7.5,657,Bajra
Jalna,19.90644,75.91789,Marathwada,28,9,55,7.9,589,Bajra
Jalna,19.88016,75.88346,Marathwada,54,15,55,7.7,527,Bajra
Jalna,19.76695,75.82095,Marathwada,46,18,48,7.6,759,Soybean
Jalna,19.8882,75.87625,Marathwada,36,19,61,8,796,Cotton
Jalna,19.91093,75.8854,Marathwada,21,26,59,7.8,618,Bajra
Jalna,19.79492,75.82516,Marathwada,31,20,59,7.7,663,Bajra
Jalna,19.78259,75.87417,Marathwada,35,11,62,7.7,588,Bajra
Jalna,19.88493,75.87454,Marathwada,32,20,51,7.9,651,Bajra
Jalna,19.89719,75.84699,Marathwada,42,25,50,7.6,837,Soybean
Jalna,19.80139,75.84044,Marathwada,45,16,71,8.1,824,Cotton
Jalna,19.88682,75.93371,Marathwada,37,18,55,7.6,665,Bajra
Jalna,19.85196,75.82139,Marathwada,44,19,58,7.6,683,Bajra
Jalna,19.88777,75.86737,Marathwada,55,29,71,7.9,516,Bajra
Jalna,19.86786,75.87326,Marathwada,33,24,66,7.9,684,Bajra
Jalna,19.80424,75.88051,Marathwada,39,23,58,7.8,463,Moth Bean
Jalna,19.89651,75.93629,Marathwada,50,16,68,8.5,610,Bajra
Jalna,19.8162,75.81578,Marathwada,40,17,48,8,660,Bajra
Jalna,19.88626,75.92998,Marathwada,49,24,66,7,658,Jowar
Jalna,19.83741,75.882,Marathwada,36,21,60,7.8,613,Bajra
Jalna,19.82466,75.93629,Marathwada,43,21,67,8,555,Bajra
Jalna,19.85159,75.88802,Marathwada,61,24,60,7.4,595,Jowar
Jalna,19.8646,75.8508,Marathwada,52,24,57,7.9,656,Bajra
Jalna,19.86348,75.86137,Marathwada,41,19,61,7.7,663,Bajra
Jalna,19.86672,75.87536,Marathwada,36,20,59,7.5,637,Bajra
Jalna,19.90009,75.88548,Marathwada,45,28,44,7.4,651,Jowar
Jalna,19.89423,75.87136,Marathwada,45,21,61,7.7,634,Bajra
Jalna,19.81065,75.90783,Marathwada,38,18,73,7.4,786,Soybean
Jalna,19.8145,75.8145,Marathwada,34,27,58,7.6,741,Soybean
Jalna,19.87807,75.82137,Marathwada,12,26,49,7.5,650,Bajra
Jalna,19.85948,75.85138,Marathwada,36,24,66,8,491,Moth Bean
Jalna,19.82376,75.92719,Marathwada,50,19,53,7.9,646,Bajra
Jalna,19.78299,75.78984,Marathwada,42,26,70,8,685,Bajra
Jalna,19.78328,75.84863,Marathwada,35,17,65,7.8,633,Bajra
Jalna,19.87993,75.87087,Marathwada,43,13,60,7.8,846,Cotton
Jalna,19.82284,75.81724,Marathwada,37,10,46,7.6,685,Bajra
Jalna,19.84597,75.86258,Marathwada,44,22,58,7.9,642,Bajra
Jalna,19.77519,75.8787,Marathwada,28,21,57,7.5,743,Soybean
Jalna,19.81873,75.84637,Marathwada,41,16,46,7.5,599,Bajra
Jalna,19.81502,75.91631,Marathwada,55,25,66,8.1,622,Bajra
Jalna,19.78078,75.825,Marathwada,44,28,49,7.5,542,Bajra
Jalna,19.77786,75.88366,Marathwada,50,18,57,7.9,572,Bajra
Jalna,19.8393,75.85317,Marathwada,34,20,62,7.6,689,Bajra
Jalna,19.76792,75.87342,Marathwada,47,29,61,7.5,697,Bajra
Jalna,19.83084,75.9485,Marathwada,56,15,51,8.2,631,Bajra
Jalna,19.82609,75.8923,Marathwada,48,21,74,7.1,834,Soybean
Jalna,19.85817,75.95053,Marathwada,53,19,66,7.5,571,Bajra
Jalna,19.91851,75.8489,Marathwada,31,20,49,8.1,784,Cotton
Jalna,19.89553,75.93024,Marathwada,35,17,69,8,721,Cotton
Jalna,19.83882,75.83415,Marathwada,49,18,68,7.6,607,Bajra
Jalna,19.84666,75.84749,Marathwada,54,25,50,7.7,612,Bajra
Jalna,19.87477,75.88856,Marathwada,28,24,57,7.8,725,Cotton
Jalna,19.8308,75.92171,Marathwada,23,20,63,7.6,607,Bajra
Jalna,19.84118,75.90879,Marathwada,36,27,70,7.5,703,Soybean
Jalna,19.85007,75.94231,Marathwada,34,14,61,8.2,732,Cotton
Jalna,19.78906,75.88654,Marathwada,43,22,51,7.6,581,Bajra
Jalna,19.84407,75.95349,Marathwada,27,18,43,8.1,579,Bajra
Jalna,19.83302,75.91027,Marathwada,50,23,42,7.8,639,Bajra
Jalna,19.85447,75.79543,Marathwada,42,15,58,8,666,Bajra
Jalna,19.76396,75.90311,Marathwada,29,19,58,7.1,399,Moth Bean
Jalna,19.82793,75.81089,Marathwada,31,14,56,7.5,647,Bajra
Jalna,19.80515,75.91456,Marathwada,43,25,57,7.8,683,Bajra
Jalna,19.83291,75.89705,Marathwada,38,22,69,7.9,647,Bajra
Jalna,19.74469,75.8679,Marathwada,37,27,66,8.5,493,Moth Bean
Jalna,19.83459,75.87879,Marathwada,25,16,56,7.8,645,Bajra
Jalna,19.85527,75.8778,Marathwada,30,16,51,7.8,572,Bajra
Jalna,19.84277,75.90104,Marathwada,28,21,64,7.6,541,Bajra
Jalna,19.83354,75.8903,Marathwada,48,25,58,8,551,Bajra
Jalna,19.80272,75.89308,Marathwada,49,17,58,8,537,Bajra
Jalna,19.79954,75.90755,Marathwada,50,20,53,7.4,700,Jowar
Jalna,19.70688,75.84354,Marathwada,48,14,54,8.2,664,Bajra
Jalna,19.89588,75.90309,Marathwada,36,18,56,7.4,545,Jowar
Jalna,19.78535,75.89948,Marathwada,33,15,63,7.8,667,Bajra
Jalna,19.86655,75.86514,Marathwada,38,24,61,7.9,760,Cotton
Jalna,19.8538,75.92016,Marathwada,34,18,55,7.6,697,Bajra
Jalna,19.77275,75.86589,Marathwada,13,23,69,7.7,577,Bajra
Jalna,19.82467,75.88615,Marathwada,35,21,58,7.4,768,Soybean
Jalna,19.92186,75.92842,Marathwada,52,19,61,8.1,677,Bajra
Jalna,19.85154,75.86453,Marathwada,25,17,64,7.9,602,Bajra
Jalna,19.83719,75.84784,Marathwada,35,29,70,7.9,674,Bajra
Jalna,19.7661,75.83945,Marathwada,48,18,60,8,675,Bajra
Jalna,19.7969,75.85931,Marathwada,25,21,67,7.7,521,Bajra
Jalna,19.84249,75.87637,Marathwada,44,17,64,7.5,785,Soybean
Jalna,19.82188,75.93172,Marathwada,39,22,58,8.4,630,Bajra
Jalna,19.85827,75.84397,Marathwada,42,27,57,7.5,734,Soybean
Jalna,19.83941,75.8778,Marathwada,27,23,60,8.2,519,Bajra
Jalna,19.82517,75.95042,Marathwada,29,11,62,7.3,580,Jowar
Jalna,19.81387,75.78756,Marathwada,36,13,65,8.4,594,Bajra
Jalna,19.803,75.92157,Marathwada,40,18,61,8.1,550,Bajra
Jalna,19.79477,75.85522,Marathwada,34,14,66,7.7,668,Bajra
Jalna,19.7711,75.8396,Marathwada,28,18,52,7.9,552,Bajra
Jalna,19.77915,75.91293,Marathwada,45,22,77,7.9,808,Cotton
Jalna,19.84833,75.9114,Marathwada,34,20,66,7.9,887,Cotton
Jalna,19.87938,75.84222,Marathwada,59,15,57,7.6,678,Bajra
Jalna,19.81071,76.00878,Marathwada,30,20,62,7.8,528,Bajra
Jalna,19.89,75.87756,Marathwada,33,19,48,8.1,726,Cotton
Jalna,19.91001,75.87416,Marathwada,48,17,69,7.9,552,Bajra
Jalna,19.84775,75.90735,Marathwada,41,22,81,7.5,758,Soybean
Jalna,19.88276,75.90946,Marathwada,32,19,49,7.8,698,Bajra
Jalna,19.80891,75.84687,Marathwada,35,17,51,8.3,596,Bajra
Latur,18.42826,76.50598,Marathwada,26,17,57,8.3,727,Cotton
Latur,18.33714,76.61076,Marathwada,28,26,61,7.9,554,Bajra
Latur,18.46187,76.58212,Marathwada,38,22,59,7.6,750,Soybean
Latur,18.40876,76.5503,Marathwada,38,8,59,7.7,831,Soybean
Latur,18.36832,76.5868,Marathwada,34,17,52,7.9,575,Bajra
Latur,18.3812,76.55427,Marathwada,57,18,61,7.5,609,Bajra
Latur,18.31964,76.4743,Marathwada,19,21,66,7.1,669,Jowar
Latur,18.35943,76.58336,Marathwada,46,15,56,7.7,526,Bajra
Latur,18.34584,76.50632,Marathwada,38,22,70,7.5,684,Bajra
Latur,18.44918,76.4822,Marathwada,20,17,53,7.3,673,Jowar
Latur,18.36916,76.5589,Marathwada,38,26,69,7.9,651,Bajra
Latur,18.48718,76.63398,Marathwada,19,18,62,8,598,Bajra
Latur,18.37918,76.55171,Marathwada,22,18,71,7.9,656,Bajra
Latur,18.47968,76.59195,Marathwada,45,19,49,8.3,652,Bajra
Latur,18.38402,76.60894,Marathwada,40,29,64,7.8,504,Bajra
Latur,18.45563,76.57934,Marathwada,25,25,65,7.5,579,Bajra
Latur,18.34369,76.49967,Marathwada,24,17,57,7.5,590,Bajra
Latur,18.35555,76.56311,Marathwada,43,13,59,7.7,696,Bajra
Latur,18.39113,76.61863,Marathwada,60,17,61,7.1,704,Soybean
Latur,18.41603,76.55204,Marathwada,52,13,58,7.2,670,Jowar
Latur,18.42343,76.56949,Marathwada,32,15,54,7.7,476,Moth Bean
Latur,18.36917,76.55263,Marathwada,43,15,64,8.1,756,Cotton
Latur,18.44071,76.56731,Marathwada,32,21,62,7.9,622,Bajra
Latur,18.42104,76.5813,Marathwada,40,28,53,7.6,704,Soybean
Latur,18.37646,76.55559,Marathwada,35,17,59,7.9,586,Bajra
Latur,18.41234,76.54577,Marathwada,50,20,66,7.5,620,Bajra
Latur,18.4308,76.57732,Marathwada,48,27,64,7.6,409,Moth Bean
Latur,18.31839,76.58029,Marathwada,32,28,61,7.8,616,Bajra
Latur,18.46605,76.52088,Marathwada,63,24,66,7.9,544,Bajra
Latur,18.4666,76.53405,Marathwada,27,16,55,8,939,Cotton
Latur,18.43582,76.54234,Marathwada,56,17,52,7.2,634,Jowar
Latur,18.31637,76.62355,Marathwada,39,15,83,8,655,Bajra
Latur,18.43917,76.57102,Marathwada,39,20,49,8.2,644,Bajra
Latur,18.40315,76.53982,Marathwada,32,21,57,7,713,Soybean
Latur,18.38928,76.55456,Marathwada,50,14,64,7.8,689,Bajra
Latur,18.48824,76.54952,Marathwada,18,20,61,7.6,578,Bajra
Latur,18.382,76.57591,Marathwada,42,17,55,7.6,791,Soybean
Latur,18.44804,76.54184,Marathwada,49,18,54,7.9,482,Moth Bean
Latur,18.40056,76.57381,Marathwada,53,15,61,7.6,703,Soybean
Latur,18.33699,76.57989,Marathwada,39,20,55,7.5,667,Bajra
Latur,18.46092,76.59553,Marathwada,29,19,65,8.3,755,Cotton
Latur,18.46005,76.60795,Marathwada,45,21,69,7.8,705,Cotton
Latur,18.46724,76.51157,Marathwada,47,28,47,7.8,698,Bajra
Latur,18.31856,76.51338,Marathwada,49,20,55,7.5,610,Bajra
Latur,18.41498,76.54973,Marathwada,41,19,65,7.7,665,Bajra
Latur,18.49032,76.60406,Marathwada,24,20,59,7.4,704,Soybean
Latur,18.30185,76.71666,Marathwada,41,13,64,7.4,588,Jowar
Latur,18.41948,76.5732,Marathwada,37,12,70,8.1,617,Bajra
Latur,18.42632,76.60464,Marathwada,38,24,59,7.9,665,Bajra
Latur,18.40421,76.52103,Marathwada,36,26,64,7.8,721,Cotton
Latur,18.37309,76.59823,Marathwada,20,20,64,7.7,617,Bajra
Latur,18.39128,76.55208,Marathwada,39,14,60,7.9,475,Moth Bean
Latur,18.4744,76.56938,Marathwada,20,12,69,7.8,686,Bajra
Latur,18.4658,76.52752,Marathwada,39,14,57,8.6,696,Bajra
Latur,18.37103,76.59012,Marathwada,36,17,80,7.4,567,Jowar
Latur,18.41974,76.5925,Marathwada,58,13,47,7.8,525,Bajra
Latur,18.45099,76.57212,Marathwada,47,19,53,7.8,527,Bajra
Latur,18.42842,76.54518,Marathwada,35,17,58,8.1,582,Bajra
Latur,18.37206,76.5154,Marathwada,31,30,59,7.7,603,Bajra
Latur,18.36502,76.49722,Marathwada,53,19,53,7.4,631,Jowar
Latur,18.44264,76.56445,Marathwada,23,17,69,7.6,693,Bajra
Latur,18.45002,76.5134,Marathwada,59,23,72,8.3,834,Cotton
Latur,18.47313,76.59837,Marathwada,22,17,59,8,574,Bajra
Latur,18.46405,76.56776,Marathwada,23,15,46,7.6,703,Soybean
Latur,18.45102,76.62117,Marathwada,53,24,46,7.8,670,Bajra
Latur,18.347,76.56821,Marathwada,49,9,62,7.8,632,Bajra
Latur,18.38547,76.59506,Marathwada,36,13,57,7.7,554,Bajra
Latur,18.44351,76.56648,Marathwada,35,20,41,7.5,633,Bajra
